hour,avg_Facebook
2015-12-13 14,3.4166666666666665
2015-12-22 16,174.14705882352942
2015-12-22 18,24.875
2016-01-09 19,50.5
2016-01-12 11,211.77777777777777
2016-01-13 00,175.30434782608697
2015-10-21 23,-1.0
2015-11-06 14,-1.0
2015-11-09 03,49.666666666666664
2015-11-14 12,39.0
2015-11-17 05,18.4
2015-11-25 07,8.692307692307692
2015-11-26 03,165.5
2015-12-14 01,35.857142857142854
2015-12-20 10,4.0
2015-12-21 01,38.111111111111114
2015-12-27 20,452.3
2016-01-06 18,110.05882352941177
2016-01-11 00,122.76666666666667
2015-10-22 08,-1.0
2015-11-11 12,19.352941176470587
2015-11-16 09,3.210526315789474
2015-11-30 03,100.3125
2015-12-03 00,384.54545454545456
2015-12-06 22,43.666666666666664
2015-12-08 16,846.25
2015-12-10 01,30.071428571428573
2015-12-13 23,119.75
2015-12-26 06,16.666666666666668
2015-10-19 09,-1.0
2015-11-15 18,83.28571428571429
2015-11-21 20,59.4
2015-11-22 20,37.80952380952381
2015-11-26 22,63.44444444444444
2015-12-02 06,33.9
2015-12-07 15,64.35
2015-12-19 17,21.5
2016-01-09 12,19.0
2015-12-29 18,72.22222222222223
2015-11-04 10,-1.0
2015-11-06 00,-1.0
2015-11-06 22,-1.0
2015-12-10 09,21.833333333333332
2015-12-10 10,152.65
2015-12-16 10,39.1875
2015-12-18 16,335.95
2016-01-12 09,13.578947368421053
2016-01-14 06,17.25
2015-11-05 11,-1.0
2015-11-11 05,81.1
2015-11-21 22,269.75
2015-12-07 22,167.0
2015-12-08 20,26.058823529411764
2015-12-08 23,78.28571428571429
2015-12-24 11,10.5
2015-12-27 12,22.1
2016-01-05 09,106.35483870967742
2016-01-13 09,75.0
2015-12-29 19,18.22222222222222
2015-07-22 00,-1.0
2015-11-09 07,14.0
2015-11-22 19,122.27272727272727
2015-11-26 15,77.3125
2015-11-27 15,30.454545454545453
2015-12-14 16,194.55555555555554
2015-12-15 06,84.26666666666667
2015-12-20 14,43.18181818181818
2015-12-29 15,311.45454545454544
2015-10-23 12,-1.0
2015-11-02 07,-1.0
2015-11-13 17,63.333333333333336
2015-12-07 19,205.91666666666666
2015-12-14 23,50.78260869565217
2015-12-16 04,27.58823529411765
2015-12-28 13,106.13636363636364
2015-11-09 18,41.3
2015-11-13 16,5.333333333333333
2015-11-17 18,5.666666666666667
2015-12-08 08,41.529411764705884
2015-12-21 18,94.46428571428571
2015-12-26 03,75.0
2015-12-26 07,4.714285714285714
2015-11-02 19,-1.0
2015-11-15 03,158.6
2015-12-02 08,32.5
2015-12-10 20,588.8125
2015-12-20 05,14.0
2015-12-21 21,158.35714285714286
2016-01-07 04,92.4
2016-01-13 11,61.148148148148145
2015-03-01 18,-1.0
2015-10-20 06,-1.0
2015-11-10 21,140.0
2015-11-14 16,18.8
2015-11-17 22,69.58333333333333
2015-11-29 02,43.666666666666664
2015-12-01 17,357.09090909090907
2015-12-03 16,450.2105263157895
2015-12-03 19,75.75
2015-12-12 03,90.66666666666667
2015-12-14 17,50.84615384615385
2015-12-19 18,80.14285714285714
2015-12-23 08,53.31578947368421
2015-12-24 18,109.0
2015-12-26 04,131.2
2015-12-31 09,12.5
2015-11-01 14,-1.0
2015-11-09 06,14.0
2015-11-13 14,27.333333333333332
2015-11-19 02,8.428571428571429
2015-12-03 01,119.54545454545455
2015-12-06 06,1.0
2015-12-08 00,227.9787234042553
2015-12-10 21,683.0
2015-12-17 04,39.6875
2016-01-12 06,210.33333333333334
2015-10-29 09,-1.0
2015-11-03 05,-1.0
2015-11-04 14,-1.0
2015-11-05 09,-1.0
2015-11-06 09,-1.0
2015-11-13 01,7.357142857142857
2015-11-14 11,12.0
2015-11-14 14,2.6666666666666665
2015-11-19 04,359.38461538461536
2015-12-06 05,17.11111111111111
2015-12-11 02,39.46153846153846
2015-12-14 22,105.64285714285714
2015-12-15 09,96.0952380952381
2015-12-26 12,324.875
2016-01-03 11,41.25
2016-01-09 23,122.3
2015-11-10 23,45.72727272727273
2015-11-22 09,56.72727272727273
2015-11-25 03,93.6923076923077
2015-12-07 12,327.5
2015-12-19 10,29.333333333333332
2015-12-20 01,146.1
2015-12-25 10,52.2
2015-12-03 09,137.47619047619048
2015-10-24 00,-1.0
2015-11-24 20,496.5357142857143
2015-11-30 04,84.21428571428571
2015-12-07 09,4.2
2015-12-13 15,100.71428571428571
2015-12-17 00,22.87878787878788
2015-12-22 06,100.60714285714286
2015-12-26 08,5.6
2016-01-07 18,48.266666666666666
2016-01-09 08,39.625
2015-11-24 08,80.42857142857143
2012-01-28 00,-1.0
2015-03-01 00,-1.0
2015-11-09 09,46.5
2015-11-13 03,69.18181818181819
2015-11-16 19,86.57142857142857
2015-11-19 15,288.258064516129
2015-11-22 12,26.807692307692307
2015-11-29 21,60.22222222222222
2015-11-30 07,139.8181818181818
2015-12-10 00,16.0
2015-12-11 12,3.6875
2015-12-25 20,6.666666666666667
2015-12-28 18,152.93333333333334
2015-12-30 03,78.8
2016-01-10 15,108.14285714285714
2015-03-01 07,-1.0
2015-11-12 20,19.88888888888889
2015-11-19 12,220.2
2015-11-21 18,127.6
2015-12-04 03,491.8333333333333
2015-12-17 17,95.33333333333333
2015-12-23 12,20.692307692307693
2016-01-04 08,191.66666666666666
2016-01-05 23,514.7894736842105
2016-01-10 16,78.5
2015-10-28 01,-1.0
2015-11-20 02,225.04166666666666
2015-11-27 22,323.4117647058824
2015-12-14 21,173.85714285714286
2015-12-24 04,23.142857142857142
2015-12-30 04,84.53333333333333
2016-01-07 02,369.2916666666667
2015-11-03 09,-1.0
2015-11-03 12,-1.0
2015-11-14 09,22.0
2015-11-26 10,2.7222222222222223
2015-11-27 11,9.352941176470589
2015-12-16 23,218.5
2015-12-21 20,194.8421052631579
2015-12-25 09,12.571428571428571
2016-01-06 04,108.6470588235294
2016-01-06 08,40.785714285714285
2015-10-25 00,-1.0
2015-11-03 23,-1.0
2015-11-11 11,77.53333333333333
2015-11-11 21,33.0
2015-11-15 22,4.571428571428571
2015-11-18 11,8.363636363636363
2015-11-19 03,7.8
2015-11-21 21,1106.7
2015-11-24 14,101.47826086956522
2015-11-26 04,41.888888888888886
2015-11-30 01,37.666666666666664
2015-12-24 02,177.0
2015-12-29 03,122.5
2016-01-01 04,25.8
2015-11-07 00,-1.0
2015-11-14 10,2.5
2015-11-22 03,11.857142857142858
2015-12-08 02,37.125
2015-12-18 02,487.61538461538464
2015-12-23 16,163.25
2015-12-31 15,731.3333333333334
2016-01-04 22,312.77777777777777
2016-01-06 16,178.2
2016-01-12 15,61.05714285714286
2015-10-23 00,-1.0
2015-11-15 21,81.45454545454545
2015-11-16 05,12.7
2015-11-23 13,225.61764705882354
2015-11-27 12,8.777777777777779
2015-11-30 09,58.65217391304348
2015-12-01 21,142.27272727272728
2015-12-06 17,381.6875
2015-12-13 18,70.2
2015-12-21 22,153.88235294117646
2015-12-30 12,77.26923076923077
2015-11-05 05,-1.0
2015-11-18 04,3.4375
2015-11-27 02,5.9
2015-12-07 08,224.3846153846154
2015-12-08 18,172.57894736842104
2015-12-12 08,11.666666666666666
2015-12-22 01,87.2
2015-12-29 23,51.77777777777778
2016-01-01 14,60.9375
2016-01-12 12,129.9375
2016-01-13 06,112.0
2015-03-01 13,-1.0
2015-10-26 07,-1.0
2015-11-05 22,-1.0
2015-11-15 20,16.125
2015-11-17 00,16.40983606557377
2015-12-05 16,562.6666666666666
2015-12-25 07,27.166666666666668
2015-12-26 14,165.15384615384616
2016-01-02 18,35.0
2016-01-05 22,162.23529411764707
2015-11-21 02,2526.0
2015-11-23 21,77.71428571428571
2015-11-27 06,6.909090909090909
2015-11-28 12,38.916666666666664
2015-12-06 00,600.0555555555555
2015-12-10 03,58.3
2015-12-12 14,32.81818181818182
2015-12-15 03,48.625
2015-12-19 12,6.4
2015-12-26 09,7.375
2015-12-28 12,28.476190476190474
2015-12-31 19,11.857142857142858
2015-10-20 09,-1.0
2015-11-10 07,3.5454545454545454
2015-11-16 12,48.0
2015-11-22 14,152.52941176470588
2015-11-23 11,75.125
2015-12-05 13,259.0
2015-12-13 16,194.6153846153846
2015-12-29 07,57.30769230769231
2016-01-11 15,182.0
2016-01-13 15,102.78125
,-0.023102836305048967
2015-10-17 00,-1.0
2015-12-16 16,137.56521739130434
2015-12-31 06,22.071428571428573
2016-01-09 02,192.66666666666666
2016-01-12 19,118.0576923076923
2015-12-29 16,25.863636363636363
2015-03-01 11,-1.0
2015-12-02 00,199.0
2015-12-05 23,25.7
2015-12-07 16,209.20689655172413
2015-12-08 06,276.90909090909093
2015-12-18 14,178.85185185185185
2016-01-01 10,9.0
2016-01-13 01,157.52631578947367
2016-01-13 23,46.0625
2015-10-22 18,-1.0
2015-11-09 23,39.27272727272727
2015-11-13 12,25.11111111111111
2015-11-15 04,35.0
2015-11-20 10,1014.5625
2015-11-23 19,79.05263157894737
2015-11-24 02,25.125
2015-11-27 05,102.44444444444444
2015-12-06 19,58.5
2015-12-09 08,40.833333333333336
2015-12-23 03,3.5555555555555554
2015-12-30 09,23.3125
2016-01-02 07,2.8
2016-01-02 23,7.8
2016-01-12 18,83.36111111111111
2015-11-22 22,562.9230769230769
2015-11-28 00,79.8125
2015-12-01 09,10.0
2015-12-01 12,137.0344827586207
2015-12-06 16,411.8
2015-12-07 00,124.78947368421052
2015-12-09 06,8.75
2015-10-29 14,-1.0
2015-11-06 08,-1.0
2015-11-12 15,43.1
2015-11-15 16,14.6
2015-11-21 08,238.75
2015-12-18 18,243.5
2015-12-21 04,4.25
2015-12-21 11,196.05555555555554
2015-12-23 20,73.9090909090909
2015-12-25 16,80.4
2015-12-25 23,65.0
2016-01-03 20,55.125
2016-01-13 21,61.958333333333336
2015-11-10 08,22.181818181818183
2015-11-11 00,8.18918918918919
2015-11-11 03,121.0
2015-11-11 07,11.071428571428571
2015-11-12 01,4.333333333333333
2015-11-14 08,37.333333333333336
2015-12-26 23,36.4
2015-12-29 17,1986.5294117647059
2015-11-16 08,39.53333333333333
2015-12-09 05,5.125
2015-12-15 11,7.076923076923077
2015-12-16 00,34.96551724137931
2015-12-20 19,50.0
2015-12-21 23,42.0
2015-12-24 03,48.916666666666664
2015-12-26 10,93.22222222222223
2015-12-31 05,305.6842105263158
2015-11-06 04,-1.0
2015-11-27 23,38.25
2015-12-14 13,14.736842105263158
2015-12-24 12,9.846153846153847
2015-12-25 14,10.11111111111111
2015-12-31 23,168.8
2016-01-13 07,30.916666666666668
2015-11-09 22,71.5
2015-11-12 22,396.55555555555554
2015-11-28 08,11.333333333333334
2015-12-04 22,100.33333333333333
2015-12-19 06,7.833333333333333
2015-12-27 11,6.166666666666667
2016-01-03 13,18.5
2016-01-09 22,112.14285714285714
2016-01-11 20,288.4782608695652
2015-03-01 09,-1.0
2015-11-05 12,-1.0
2015-11-09 19,7.666666666666667
2015-12-01 07,6.304347826086956
2015-12-10 06,544.4
2015-12-17 21,18.3125
2015-12-18 22,139.95
2015-12-19 20,280.25
2015-12-27 13,236.69230769230768
2016-01-06 13,133.55
2016-01-09 01,577.4545454545455
2016-01-10 08,31.571428571428573
2016-01-10 23,99.35714285714286
2016-01-11 03,138.72727272727272
2016-01-11 07,54.94444444444444
2015-11-05 07,-1.0
2015-11-06 06,-1.0
2015-11-18 06,35.27272727272727
2015-11-26 14,46.90909090909091
2015-11-10 19,25.764705882352942
2015-11-12 19,40.8125
2015-11-16 03,9.31578947368421
2015-12-06 12,108.27272727272727
2015-12-16 02,80.66666666666667
2015-11-24 07,11.521739130434783
2015-08-27 00,-1.0
2015-11-11 20,168.625
2015-12-06 15,105.54545454545455
2015-12-08 14,279.15
2015-10-21 07,-1.0
2015-11-05 02,-1.0
2015-11-16 07,23.27777777777778
2015-11-28 10,67.6
2015-12-04 10,30.0
2015-12-09 17,212.73333333333332
2015-12-12 05,16.0
2015-12-28 02,134.8
2016-01-04 09,24.45
2015-10-19 00,-1.0
2015-11-08 15,0.0
2015-11-09 01,-1.0
2015-11-19 18,81.66666666666667
2015-11-21 17,345.8235294117647
2015-11-28 17,143.08333333333334
2015-12-02 12,49.5
2015-12-04 02,285.2
2015-12-12 13,18.428571428571427
2015-12-15 02,144.71428571428572
2015-12-22 22,216.2941176470588
2016-01-02 17,49.55555555555556
2016-01-03 14,415.3333333333333
2016-01-06 07,25.333333333333332
2015-11-07 23,-1.0
2015-11-10 00,10.833333333333334
2015-11-14 17,-0.3333333333333333
2015-11-15 07,119.0
2015-11-20 00,249.41463414634146
2015-11-21 23,178.33333333333334
2015-11-30 00,104.03333333333333
2015-12-03 03,14.555555555555555
2015-12-05 04,34.6
2015-12-11 19,465.4166666666667
2015-12-13 09,2.4285714285714284
2015-12-15 23,229.53846153846155
2015-12-31 12,15.2
2015-11-11 02,415.42857142857144
2015-11-18 10,3.0
2016-01-05 18,534.0357142857143
2016-01-07 19,217.82608695652175
2002-04-02 00,-1.0
2015-10-30 12,-1.0
2015-11-15 08,4.666666666666667
2015-11-16 20,12.583333333333334
2015-11-20 22,129.2941176470588
2015-11-24 11,105.71428571428571
2015-11-25 16,258.96153846153845
2015-12-01 03,42.76190476190476
2015-12-02 05,10.3
2015-12-23 22,86.92857142857143
2016-01-03 19,4.666666666666667
2015-10-21 06,-1.0
2015-11-13 04,23.9
2015-11-15 09,14.75
2015-11-17 04,3.0
2015-12-06 04,8.333333333333334
2015-12-07 11,299.89473684210526
2015-12-17 01,122.25
2015-12-25 22,0.75
2015-12-30 02,327.57142857142856
2016-01-08 23,35.15
2015-12-29 12,348.53846153846155
2015-06-11 00,-1.0
2015-12-14 19,109.74074074074075
2015-12-20 03,6.5
2015-12-28 14,113.74193548387096
2016-01-08 07,45.18181818181818
2015-11-09 12,8.25
2015-11-14 03,1.0
2015-11-18 20,13.166666666666666
2015-11-25 13,101.36363636363636
2015-11-29 17,125.78571428571429
2015-12-09 19,210.82608695652175
2015-12-21 02,114.0
2015-11-10 15,40.80952380952381
2015-11-25 11,41.4
2015-12-18 04,55.0
2016-01-07 22,94.85714285714286
2016-01-08 11,26.75
2016-01-13 20,92.63157894736842
2016-01-14 00,56.52
2016-01-14 16,264.3157894736842
2015-11-24 09,24.8
2015-10-18 00,-1.0
2015-11-12 16,12.736842105263158
2015-11-18 21,13.333333333333334
2015-12-19 23,42.833333333333336
2015-12-28 22,7.333333333333333
2015-11-12 04,13.571428571428571
2015-11-17 01,11.153846153846153
2015-12-04 05,55.53333333333333
2015-12-07 21,754.0
2015-12-08 21,171.66666666666666
2015-12-09 00,178.76666666666668
2015-12-23 00,29.8
2015-12-27 04,22.571428571428573
2015-12-30 22,442.07142857142856
2016-01-02 21,522.2727272727273
2016-01-07 08,40.69230769230769
2016-01-08 21,102.8125
2016-01-10 22,55.55555555555556
2015-03-01 16,-1.0
2015-10-31 04,-1.0
2015-11-14 01,2.0
2015-11-24 01,13.428571428571429
2015-12-19 22,387.8333333333333
2015-12-22 15,165.88
2015-12-30 14,48.47826086956522
2016-01-09 15,103.33333333333333
2016-01-09 16,179.0
2016-01-11 21,49.26315789473684
2015-11-08 09,29.0
2015-11-23 14,75.03703703703704
2015-12-11 05,77.5
2015-12-12 02,46.666666666666664
2016-01-13 08,53.30769230769231
2016-02-28 14,100.54545454545455
2015-11-07 14,-1.0
2015-11-10 09,6.4375
2015-11-11 09,30.529411764705884
2015-11-21 12,617.1666666666666
2015-12-14 02,169.85714285714286
2015-12-18 00,23.076923076923077
2015-12-18 12,51.0
2015-12-22 04,7.444444444444445
2015-12-22 21,48.27272727272727
2015-12-23 21,69.4375
2015-12-24 08,66.8
2015-12-27 00,45.733333333333334
2015-10-24 19,-1.0
2015-11-13 19,37.166666666666664
2015-11-19 20,2133.6666666666665
2015-12-06 07,44.333333333333336
2015-12-08 19,41.916666666666664
2015-12-16 17,468.69565217391306
2015-12-17 12,184.55555555555554
2015-12-21 03,84.8
2016-01-02 22,98.3
2015-10-22 16,-1.0
2015-10-31 12,-1.0
2015-11-07 09,-1.0
2015-11-19 16,147.57142857142858
2015-12-07 02,348.5483870967742
2015-12-21 05,9.285714285714286
2015-12-21 08,14.655172413793103
2015-09-09 00,-1.0
2015-10-21 00,-1.0
2015-10-31 13,-1.0
2015-11-13 05,18.0
2015-11-22 21,62.214285714285715
2015-11-23 04,3.9
2015-11-25 05,68.77272727272727
2015-12-01 06,50.642857142857146
2015-12-09 15,214.5
2015-12-24 15,53.0
2015-12-26 00,75.57894736842105
2015-12-29 04,32.63636363636363
2015-12-30 20,103.9375
2016-01-03 16,496.57142857142856
2016-01-04 23,150.47826086956522
2016-01-05 14,77.38095238095238
2015-10-28 07,-1.0
2015-11-17 11,9.8
2015-11-17 14,12.61111111111111
2015-12-01 20,127.36363636363636
2015-12-04 23,206.625
2016-01-01 05,456.57142857142856
2016-01-02 13,35.166666666666664
2016-01-11 01,12.125
2015-10-13 21,-1.0
2015-11-15 02,11.666666666666666
2015-11-24 00,128.08333333333334
2015-11-28 21,84.11111111111111
2015-11-29 16,33.523809523809526
2015-12-09 10,25.428571428571427
2015-12-12 06,39.666666666666664
2015-12-29 22,43.92857142857143
2016-01-07 17,251.4090909090909
2016-01-11 11,169.52
2015-11-06 20,-1.0
2015-11-18 13,79.13636363636364
2015-11-24 03,47.833333333333336
2015-11-26 12,62.8
2015-11-27 07,28.0
2015-11-29 09,15.88888888888889
2015-11-29 13,10.714285714285714
2015-12-07 01,435.5483870967742
2015-12-08 10,137.52380952380952
2015-12-23 02,272.1666666666667
2015-12-24 09,5.529411764705882
2015-12-30 00,66.12903225806451
2016-01-05 06,520.8666666666667
2015-11-03 16,-1.0
2015-11-19 05,167.83333333333334
2015-12-03 18,895.25
2015-12-11 18,451.2352941176471
2015-12-15 17,1506.5
2015-12-25 15,16.428571428571427
2016-01-01 23,6.0
2016-01-02 12,10.571428571428571
2015-10-27 10,-1.0
2015-11-08 21,4.0
2015-11-12 12,98.38461538461539
2015-11-18 17,41.05555555555556
2015-11-26 01,95.05882352941177
2016-01-01 02,266.6
2016-01-01 17,61.8
2015-11-20 01,12.0
2015-11-20 14,573.925925925926
2015-11-28 07,294.6666666666667
2015-11-30 21,98.0
2015-12-02 22,362.44444444444446
2015-12-20 15,60.0
2015-10-20 02,-1.0
2015-11-04 05,-1.0
2015-12-10 12,265.5833333333333
2015-12-16 21,84.04
2015-12-21 06,79.11111111111111
2015-12-28 05,39.642857142857146
2016-01-01 11,1433.75
2015-11-04 06,-1.0
2015-11-06 02,-1.0
2015-11-16 21,46.57142857142857
2015-11-30 20,69.63636363636364
2015-12-09 07,17.142857142857142
2015-12-17 18,717.3666666666667
2016-01-06 23,318.5833333333333
2015-11-14 15,5.5
2015-11-16 16,9.08695652173913
2015-12-03 22,25.6875
2015-12-20 22,285.54545454545456
2015-12-25 06,0.75
2016-01-04 00,46.0
2016-01-11 05,9.227272727272727
2015-10-26 00,-1.0
2015-10-27 12,-1.0
2015-10-30 11,-1.0
2015-11-13 02,27.0
2015-11-21 07,186.4
2015-11-26 23,2.6666666666666665
2015-12-06 23,295.2307692307692
2015-12-12 15,92.53846153846153
2015-12-12 18,241.33333333333334
2015-12-13 17,22.066666666666666
2015-12-24 21,74.0
2016-01-01 13,720.7
2016-01-04 02,126.0
2015-11-03 13,-1.0
2015-12-04 06,59.42857142857143
2015-12-05 07,41.111111111111114
2015-12-09 20,64.12
2015-12-19 03,0.3333333333333333
2015-10-27 06,-1.0
2015-10-29 20,-1.0
2015-11-04 11,-1.0
2015-11-27 14,50.75
2015-12-05 15,377.8181818181818
2015-12-10 05,101.16666666666667
2015-12-16 07,104.0
2015-12-18 03,107.55555555555556
2015-12-22 12,328.5
2016-01-09 18,143.25
2015-11-07 15,-1.0
2015-11-20 04,123.26666666666667
2015-12-02 20,33.0
2015-12-14 12,25.9
2015-12-17 09,86.05555555555556
2015-12-18 09,39.421052631578945
2015-12-22 20,183.11764705882354
2015-12-30 06,1.7142857142857142
2016-01-02 05,5.666666666666667
2015-03-01 03,-1.0
2015-11-09 17,33.7
2015-12-15 18,470.3478260869565
2015-12-28 20,23.555555555555557
2016-01-03 03,240.42857142857142
2016-01-09 21,23.0
2015-10-15 10,-1.0
2015-11-21 13,118.5
2015-11-22 13,65.44444444444444
2015-11-26 20,184.66666666666666
2015-11-28 18,236.0
2015-11-30 05,27.2
2015-12-05 20,67.22222222222223
2015-12-12 00,28.384615384615383
2015-12-17 10,27.235294117647058
2015-12-27 18,80.63636363636364
2015-12-30 23,58.2
2016-01-02 19,186.5
2016-01-04 06,20.0
2016-01-04 10,46.285714285714285
2016-01-09 00,439.82142857142856
2016-01-11 16,91.72
2015-03-01 20,-1.0
2015-10-22 06,-1.0
2015-10-30 01,-1.0
2015-11-18 00,870.4883720930233
2015-11-19 14,67.78947368421052
2015-12-04 14,182.94117647058823
2015-12-10 22,106.07142857142857
2015-12-24 00,12.96
2016-01-03 18,122.6842105263158
2015-11-06 12,-1.0
2015-11-11 16,43.3125
2015-11-13 07,26.0
2015-11-13 10,24.235294117647058
2015-11-23 12,71.66666666666667
2015-11-28 03,47.5
2015-12-04 13,59.833333333333336
2015-12-08 03,13.4
2015-12-18 07,27.727272727272727
2015-12-24 16,23.22222222222222
2016-01-08 20,163.7
2015-11-01 00,-1.0
2015-11-22 08,171.375
2015-12-05 08,84.66666666666667
2016-01-10 13,17.22222222222222
2016-01-11 06,7.0344827586206895
2015-10-22 20,-1.0
2015-11-06 10,-1.0
2015-11-15 01,18.666666666666668
2015-12-01 05,54.17857142857143
2015-12-04 12,33.285714285714285
2015-12-18 15,257.27272727272725
2016-01-02 03,251.2
2016-01-13 18,102.04
2015-11-09 14,84.44444444444444
2015-11-17 15,46.13333333333333
2015-11-25 00,115.86363636363636
2015-11-28 20,255.77777777777777
2015-11-30 22,64.35714285714286
2015-12-01 19,616.55
2015-12-06 14,171.11111111111111
2015-12-11 11,7.6923076923076925
2015-12-22 05,76.84615384615384
2015-12-28 00,90.72727272727273
2015-12-30 07,36.63636363636363
2016-01-06 12,87.27272727272727
2015-11-19 00,635.7966101694915
2015-12-04 16,1685.5833333333333
2015-12-27 22,101.08333333333333
2015-12-29 11,111.625
2016-01-14 09,198.1875
2015-11-14 22,7.333333333333333
2015-11-17 21,3.8125
2015-11-21 14,77.0
2015-11-22 06,10.25
2015-11-27 09,54.53846153846154
2015-11-29 03,650.2857142857143
2015-11-29 11,32.8
2015-11-29 23,205.11111111111111
2015-12-14 10,173.52941176470588
2015-12-22 03,186.71428571428572
2016-01-05 00,243.15217391304347
2016-01-08 13,44.58064516129032
2016-01-09 05,253.0
2016-01-14 05,27.375
2015-11-19 01,51.92307692307692
2015-11-19 08,7.454545454545454
2015-12-11 01,34.75
2015-12-12 09,28.0
2016-01-05 16,306.4642857142857
2016-01-08 09,44.666666666666664
2016-01-08 15,334.8666666666667
2016-01-11 04,25.5
2015-11-13 23,8.666666666666666
2015-11-16 17,12.88888888888889
2015-12-04 19,81.0
2015-12-11 08,23.4
2015-12-26 13,20.875
2016-01-03 15,187.75
2016-01-05 12,20.392857142857142
2016-01-06 19,156.625
2015-11-10 12,56.5
2015-11-22 02,21.11111111111111
